title,placeUrl,website,status,subtitle,rating,reviewCount,category,address,phoneNumber,searchQuery,email,phoneFromWebsite
64 Nails and Spa,https://www.google.com/maps/place/64+Nails+and+Spa/data=!4m7!3m6!1s0x89c258f5a3179c3d:0x9d531f9516c79b78!8m2!3d40.7716117!4d-73.9813001!16s%2Fg%2F11c209mrw_!19sChIJPZwXo_VYwokReJvHFpUfU50,https://www.facebook.com/profile.php?id=100095274771294&mibextid=LQQJ4d,Data found,,3.9,95,Nail salon,"20W W 64th St, New York, NY 10023, United States",+1 212-769-0300,small nail salon in new york city,64nailspany@gmail.com,+1 212-769-0300
IL Girasole Nail Spa,https://www.google.com/maps/place/IL+Girasole+Nail+Spa/data=!4m7!3m6!1s0x89c2599abe641c1d:0xcbc3c19a1aed22ed!8m2!3d40.7282998!4d-73.9934104!16s%2Fg%2F12llkpt3n!19sChIJHRxkvppZwokR7SLtGprBw8s,,No website found,,3.6,99,Nail salon,"13a E 4th St, New York, NY 10003, United States",+1 212-674-6245,small nail salon in new york city,,
Face Glow NYC,https://www.google.com/maps/place/Face+Glow+NYC/data=!4m7!3m6!1s0x89c259b55a49604d:0x83018eda98285b09!8m2!3d40.7530223!4d-73.986165!16s%2Fg%2F11g07d1hl4!19sChIJTWBJWrVZwokRCVsomNqOAYM,https://faceglownyc.com/?utm_source=google&utm_medium=GMB&utm_campaign=visit,Data found,,4.8,121,Skin care clinic,"108 W 39th St #1601, New York, NY 10018, United States",+1 929-363-3000,small facial clinic in new york city,,(929) 363-3000
KUR Skin Lab,https://www.google.com/maps/place/KUR+Skin+Lab/data=!4m7!3m6!1s0x89c258e36ed53463:0x1b0e9ff086812f31!8m2!3d40.757194!4d-73.9691858!16s%2Fg%2F11b7gxqc3f!19sChIJYzTVbuNYwokRMS-BhvCfDhs,https://kurskinlab.com/,Data found,,4.8,464,Medical spa,"875 3rd Ave M-101, New York, NY 10022, United States",+1 212-951-0488,small facial clinic in new york city,info@kurskinlab.com,(212) 951-0488
Pretty Please Skincare & Facial Spa,https://www.google.com/maps/place/Pretty+Please+Skincare+%26+Facial+Spa/data=!4m7!3m6!1s0x89c259a5d4b190b3:0x571a517ffa314f67!8m2!3d40.743786!4d-73.9893613!16s%2Fg%2F1wd3wzdv!19sChIJs5Cx1KVZwokRZ08x-n9RGlc,http://www.prettypleaseny.com/,Data found,,5.0,144,Facial spa,"1133 Broadway Suite 415, New York, NY 10010, United States",+1 646-363-6292,small facial clinic in new york city,info@prettypleaseny.com,(646)363-6292
Le Bon Skin Lab,https://www.google.com/maps/place/Le+Bon+Skin+Lab/data=!4m7!3m6!1s0x89c258ef69f28f29:0x45607373339ffe90!8m2!3d40.763742!4d-73.9701959!16s%2Fg%2F11c1xh74w9!19sChIJKY_yae9YwokRkP6fM3NzYEU,http://lebonskinlab.com/,Data found,,4.7,44,Medical spa,"30 E 60th St Suite 409 4th Floor, New York, NY 10022, United States",+1 646-284-6882,small facial clinic in new york city,info@lebonskinlab.com,646-284-6882
"Acne Clinic NYC: hormonal, comedonal, inflamed, teen, PCOS acne","https://www.google.com/maps/place/Acne+Clinic+NYC:+hormonal,+comedonal,+inflamed,+teen,+PCOS+acne/data=!4m7!3m6!1s0x89c25854e671601b:0xdb7d2047babe2181!8m2!3d40.7530223!4d-73.986165!16s%2Fg%2F11g6mf6krr!19sChIJG2Bx5lRYwokRgSG-ukcgfds",https://acneclinicnyc.com/,Data found,,4.9,322,Skin care clinic,"108 W 39th St #1601, New York, NY 10018, United States",+1 929-490-7770,small facial clinic in new york city,acneclinicnyc1@gmail.com,(929) 490-7770
Pearl Skin Care Center,https://www.google.com/maps/place/Pearl+Skin+Care+Center/data=!4m7!3m6!1s0x89c259e58b2c664d:0x4b736035458b337e!8m2!3d40.7190458!4d-73.995973!16s%2Fg%2F11h0gwlf25!19sChIJTWYsi-VZwokRfjOLRTVgc0s,,No website found,,5.0,18,Facial spa,"214 Grand St 2 fl, New York, NY 10013, United States",+1 917-237-0270,small facial clinic in new york city,,
FaceLift Clinic & SPA : Fotona 4D Hyperpigmentation Melasma,https://www.google.com/maps/place/FaceLift+Clinic+%26+SPA+:+Fotona+4D+Hyperpigmentation+Melasma/data=!4m7!3m6!1s0x89c259b708e64a0d:0x567558c86b72730d!8m2!3d40.7907083!4d-73.943261!16s%2Fg%2F11nwb3ng9t!19sChIJDUrmCLdZwokRDXNya8hYdVY,https://facelift-clinic.com/,Data found,,5.0,42,Skin care clinic,"236 E 106th St #2W, New York, NY 10029, United States",+1 606-261-0129,small facial clinic in new york city,,+1(606)261-0129
NY Skin Experts,https://www.google.com/maps/place/NY+Skin+Experts/data=!4m7!3m6!1s0x89c2f737d7a8655f:0x1ecee5bd9711660b!8m2!3d40.7510765!4d-73.9799868!16s%2Fg%2F11rd09smw2!19sChIJX2Wo1zf3wokRC2YRl73lzh4,https://nyc-spa.com/,Data found,,5.0,139,Skin care clinic,"271 Madison Ave STE 1407, New York, NY 10016, United States",+1 646-750-6827,small facial clinic in new york city,,+1(646)750-6827
XU Natural Facial Rejuvenation Center,https://www.google.com/maps/place/XU+Natural+Facial+Rejuvenation+Center/data=!4m7!3m6!1s0x89c2585cbe4a3465:0xc977eb20109a35cc!8m2!3d40.7640646!4d-73.9814778!16s%2Fg%2F1tltn8pr!19sChIJZTRKvlxYwokRzDWaECDrd8k,http://www.bestnaturalfacialnyc.com/,No data found,,4.8,30,Spa,"850 7th Ave #405, New York, NY 10019, United States",+1 212-581-8088,small facial clinic in new york city,,
Heyday,https://www.google.com/maps/place/Heyday/data=!4m7!3m6!1s0x89c259a42a17e7d3:0x2c5433548088ec62!8m2!3d40.7433603!4d-73.9889563!16s%2Fg%2F11c3k695y1!19sChIJ0-cXKqRZwokRYuyIgFQzVCw,https://www.heydayskincare.com/,Data found,,4.7,262,Facial spa,"1130 Broadway, New York, NY 10010, United States",+1 646-869-3601,small facial clinic in new york city,hey@craftpip.com,
NuMe Skin Care,https://www.google.com/maps/place/NuMe+Skin+Care/data=!4m7!3m6!1s0x89c2452971e599eb:0xe9143e197316ff99!8m2!3d40.7437839!4d-73.9893618!16s%2Fg%2F11qp1dcywf!19sChIJ65nlcSlFwokRmf8Wcxk-FOk,https://instagram.com/facial.nyc,No data found,,5.0,16,Facial spa,"1133 Broadway Floor 15, office 1505, New York, NY 10010, United States",+1 646-541-6847,small facial clinic in new york city,,
Heyday Upper East Side,https://www.google.com/maps/place/Heyday+Upper+East+Side/data=!4m7!3m6!1s0x89c258bc236ab233:0x57b8c3efbb44af9a!8m2!3d40.7764013!4d-73.9553624!16s%2Fg%2F11c6sn5f9l!19sChIJM7JqI7xYwokRmq9Eu-_DuFc,http://www.heydayskincare.com/,Data found,,4.6,167,Facial spa,"1459 3rd Ave, New York, NY 10028, United States",+1 212-796-7795,small facial clinic in new york city,hey@craftpip.com,
Joanna Vargas Skin Care,https://www.google.com/maps/place/Joanna+Vargas+Skin+Care/data=!4m7!3m6!1s0x89c259004f6b8d6f:0xb39d12af9f4b929f!8m2!3d40.753195!4d-73.9807504!16s%2Fg%2F1thfgb_w!19sChIJb41rTwBZwokRn5JLn68SnbM,https://joannavargas.com/?utm_source=gmbnyc,Data found,,4.6,306,Day spa,"501 5th Ave 3rd Floor Suite 300, New York, NY 10017, United States",+1 212-949-2350,small facial clinic in new york city,salon@joannavargas.com,(212) 949-2350
Skin Spa New York - Flatiron / Chelsea,https://www.google.com/maps/place/Skin+Spa+New+York+-+Flatiron+%2F+Chelsea/data=!4m7!3m6!1s0x89c259a3672a0aa5:0x1827678ae9c55d1!8m2!3d40.740373!4d-73.9918347!16s%2Fg%2F1tm69w0l!19sChIJpQoqZ6NZwokR0VWcrnh2ggE,https://skinspanewyork.com/pages/flatiron-chelsea-spa,Data found,,4.5,206,Medical spa,"11 W 20th St, New York, NY 10011, United States",+1 212-620-0033,small facial clinic in new york city,info@skinspanewyork.com,212-620-0033
Skin Center New York,https://www.google.com/maps/place/Skin+Center+New+York/data=!4m7!3m6!1s0x89c259bc0ff5e731:0x8b494483cb2fc2!8m2!3d40.7445921!4d-73.9904595!16s%2Fg%2F11hdpgktxn!19sChIJMef1D7xZwokRwi_Lg0RJiwA,https://www.skincenter.nyc/,Data found,,4.9,143,Medical spa,"37 W 26th St Suite 400, New York, NY 10010, United States",+1 212-257-0222,small facial clinic in new york city,info@skincenter.nyc,(212) 257-0222
Sacred Skincare,https://www.google.com/maps/place/Sacred+Skincare/data=!4m7!3m6!1s0x89c25a177dabb7f5:0x923d2c920a638da2!8m2!3d40.7104706!4d-74.0077899!16s%2Fg%2F11b77wzxfg!19sChIJ9berfRdawokRoo1jCpIsPZI,http://www.sacredskinyc.com/,Data found,,4.5,37,Medical spa,"139 Fulton St Suite 901 (9th Floor, New York, NY 10038, United States",+1 929-346-1907,small facial clinic in new york city,hello@sacredskinyc.com,(929) 346-1907
"Skin Station, Manhattan","https://www.google.com/maps/place/Skin+Station,+Manhattan/data=!4m7!3m6!1s0x89c25987a1142cbd:0xcf868e6208de4ac!8m2!3d40.7182823!4d-73.9920108!16s%2Fg%2F1tff_dyt!19sChIJvSwUoYdZwokRrOSNIOZo-Aw",http://www.skinstation.com/,Data found,,4.6,82,Beauty salon,"113 Eldridge St, New York, NY 10002, United States",+1 212-343-7911,small facial clinic in new york city,skinstation.manhattan@gmail.com,212.343.7911
Ildi Pekar Skin Care,https://www.google.com/maps/place/Ildi+Pekar+Skin+Care/data=!4m7!3m6!1s0x89c25901a4ada2d1:0x6544c2c83772e14a!8m2!3d40.757239!4d-73.976659!16s%2Fg%2F1w0sdsp0!19sChIJ0aKtpAFZwokRSuFyN8jCRGU,http://ildipekar.com/,No data found,,4.9,95,Skin care clinic,"20 E 49th St Fl 6, New York, NY 10017, United States",+1 212-682-6080,small facial clinic in new york city,,
Anso Med Spa by ann+sofia beauty concept,https://www.google.com/maps/place/Anso+Med+Spa+by+ann%2Bsofia+beauty+concept/data=!4m7!3m6!1s0x89c259f3d3236b63:0x52905b9c37043228!8m2!3d40.7469315!4d-73.9853332!16s%2Fg%2F11gszxg0d5!19sChIJY2sj0_NZwokRKDIEN5xbkFI,https://linktr.ee/anso_medspa,Data found,,4.9,224,Skin care clinic,"315 5th Ave #1004, New York, NY 10016, United States",+1 917-900-8600,small facial clinic in new york city,support@linktr.ee,
Samantha Roberts,https://www.google.com/maps/place/Samantha+Roberts/data=!4m7!3m6!1s0x89c25a1a91fd32df:0x39077af3a1ac9b65!8m2!3d40.7418793!4d-73.9985166!16s%2Fg%2F1tr7dq9v!19sChIJ3zL9kRpawokRZZusofN6Bzk,https://www.samantharoberts.me/,Data found,,5.0,12,Skin care clinic,"220 W 19th St 9th Floor, New York, NY 10011, United States",+1 917-648-1083,small facial clinic in new york city,facials@samantharoberts.me,
"ROEZEN | Skincare & Anti-Age Products, Facial SPA in NYC & NATIONWIDE","https://www.google.com/maps/place/ROEZEN+%7C+Skincare+%26+Anti-Age+Products,+Facial+SPA+in+NYC+%26+NATIONWIDE/data=!4m7!3m6!1s0x89c258fe3c13a41b:0xf5d9faf1ecaca848!8m2!3d40.7553752!4d-73.9789011!16s%2Fg%2F11c6sm7czs!19sChIJG6QTPP5YwokRSKis7PH62fU",https://roezen.com/,No data found,,5.0,32,Facial spa,"551 5th Ave Suite 525, New York, NY 10176, United States",+1 646-591-6248,small facial clinic in new york city,,
Skin Bar NYC,https://www.google.com/maps/place/Skin+Bar+NYC/data=!4m7!3m6!1s0x89c258fe0d1322a9:0x91305e48f4bdbd12!8m2!3d40.755251!4d-73.97852!16s%2Fg%2F1hc1rldhk!19sChIJqSITDf5YwokREr299EheMJE,http://www.skinbarnyc.com/,No data found,,4.5,91,Skin care clinic,"9 E 45th St 6th Floor, New York, NY 10017, United States",+1 212-889-1175,small facial clinic in new york city,,
Silver Mirror Facial Bar - Upper East Side,https://www.google.com/maps/place/Silver+Mirror+Facial+Bar+-+Upper+East+Side/data=!4m7!3m6!1s0x89c258eeceaf9871:0x2c59e600faea3a74!8m2!3d40.7658912!4d-73.9657756!16s%2Fg%2F11cnddrkqw!19sChIJcZivzu5YwokRdDrq-gDmWSw,https://silvermirror.com/locations/ues/,Data found,,4.6,140,Facial spa,"862 Lexington Ave, New York, NY 10065, United States",+1 646-861-0089,small facial clinic in new york city,,(888) 677-0055
Joanna Czech,https://www.google.com/maps/place/Joanna+Czech/data=!4m7!3m6!1s0x89c259ad80bc25b5:0x9ed05fcdfcec75c8!8m2!3d40.7198387!4d-74.0007476!16s%2Fg%2F11h7c6w3tl!19sChIJtSW8gK1ZwokRyHXs_M1f0J4,https://www.joannaczech.com/?utm_source=gmb&utm_medium=organic,Data found,,5.0,5,Facial spa,"34 Howard St 2nd Floor, New York, NY 10013, United States",+1 212-464-7303,small facial clinic in new york city,concierge@joannaczech.com,
"Skincare by Blaire, LLC","https://www.google.com/maps/place/Skincare+by+Blaire,+LLC/data=!4m7!3m6!1s0x89c2599dffefbd51:0xcb8caa91ec67ccd5!8m2!3d40.7461589!4d-73.9938226!16s%2Fg%2F11mvn1b0tp!19sChIJUb3v_51ZwokR1cxn7JGqjMs",http://www.skincarebyblaire.com/,Data found,,5.0,44,Facial spa,"289 7th Ave, New York, NY 10001, United States",+1 504-655-0434,small facial clinic in new york city,,(504) 655-0434
Lace Skin Studio,https://www.google.com/maps/place/Lace+Skin+Studio/data=!4m7!3m6!1s0x89c2595ef7a976e1:0x5c082fa9e00a2733!8m2!3d40.7508732!4d-73.9839671!16s%2Fg%2F11mxrsf3lp!19sChIJ4Xap915ZwokRMycK4KkvCFw,http://www.laceskinstudio.com/,No data found,,5.0,94,Skin care clinic,"5 W 37th St Suite 619 6th floor, New York, NY 10018, United States",+1 929-487-3005,small facial clinic in new york city,,
Acne Institute,https://www.google.com/maps/place/Acne+Institute/data=!4m7!3m6!1s0x89c258fe2516a0f3:0x1049cb988491fb06!8m2!3d40.7173126!4d-74.0007298!16s%2Fg%2F11gf5t6y54!19sChIJ86AWJf5YwokRBvuRhJjLSRA,http://aesthetics.nyc/,Data found,,4.9,67,Skin care clinic,"139 Centre St STE 616, New York, NY 10013, United States",+1 646-510-1197,small facial clinic in new york city,hannah@aesthetics.nyc,(646) 510-1197
Skinova Medspa,https://www.google.com/maps/place/Skinova+Medspa/data=!4m7!3m6!1s0x89c2599129669635:0x1674729557231643!8m2!3d40.7488948!4d-73.9871023!16s%2Fg%2F11fk8cw1vs!19sChIJNZZmKZFZwokRQxYjV5VydBY,http://www.skinovamedspa.com/,Data found,,4.7,207,Medical spa,"43 W 33rd St #400, New York, NY 10001, United States",+1 212-339-3993,small facial clinic in new york city,contact@skinovamedspa.com,212-339-3993
Dari Esthetics,https://www.google.com/maps/place/Dari+Esthetics/data=!4m7!3m6!1s0x89c25b13c01feef1:0xe0e0f13870242667!8m2!3d40.7038607!4d-74.0118104!16s%2Fg%2F11kpjzrh1_!19sChIJ8e4fwBNbwokRZyYkcDjx4OA,http://dariesthetics.glossgenius.com/,Data found,,5.0,51,Facial spa,"90 Broad St Suite 220, New York, NY 10004, United States",+1 646-961-8407,small facial clinic in new york city,dariesthetics@gmail.com,
Skin Stories NYC,https://www.google.com/maps/place/Skin+Stories+NYC/data=!4m7!3m6!1s0x89c259947ffcb27d:0x5ebff0ae25317995!8m2!3d40.747771!4d-73.987415!16s%2Fg%2F11v9lkr83t!19sChIJfbL8f5RZwokRlXkxJa7wv14,https://skinstoriesnyc.glossgenius.com/,Data found,,4.8,15,Facial spa,"38 W 32nd St Suite 1106 11th Floor, New York, NY 10001, United States",+1 347-577-3207,small facial clinic in new york city,karina.skincare85@gmail.com,
SKN Spa,https://www.google.com/maps/place/SKN+Spa/data=!4m7!3m6!1s0x89c258505340396b:0xe247145f8e20288a!8m2!3d40.7643862!4d-73.9917861!16s%2Fg%2F11cfdz1fp!19sChIJazlAU1BYwokRiiggjl8UR-I,http://sknspanyc.com/,Data found,,4.5,146,Skin care clinic,"726 10th Ave, New York, NY 10019, United States",+1 212-581-1398,small facial clinic in new york city,,212-581-1398
Skin.carebynatalia,https://www.google.com/maps/place/Skin.carebynatalia/data=!4m7!3m6!1s0x89c25986d456d743:0x8b34d0d407fb3a10!8m2!3d40.7484612!4d-73.9883673!16s%2Fg%2F11ptml4094!19sChIJQ9dW1IZZwokREDr7B9TQNIs,,No website found,,5.0,13,Spa,"39nd W 32nd St #1704, New York, NY 10001, United States",+1 347-993-6532,small facial clinic in new york city,,
Le Beauty Skincare & Scalp Care,https://www.google.com/maps/place/Le+Beauty+Skincare+%26+Scalp+Care/data=!4m7!3m6!1s0x89c259ab91406423:0x69ab1da3b2211505!8m2!3d40.7526838!4d-73.9851165!16s%2Fg%2F11vkkv7hwy!19sChIJI2RAkatZwokRBRUhsqMdq2k,https://www.lebeautynyc.com/,Data found,,4.9,56,Skin care clinic,"68 W 39th St 2nd Floor, New York, NY 10018, United States",+1 718-866-8638,small facial clinic in new york city,8c4075d5481d476e945486754f783364@sentry.io,(718)866-8638
NY HEALTHY SKIN,https://www.google.com/maps/place/NY+HEALTHY+SKIN/data=!4m7!3m6!1s0x89c259e7e44d5c93:0xe17dc1efd628b929!8m2!3d40.7541402!4d-73.9906703!16s%2Fg%2F11mw5fg55v!19sChIJk1xN5OdZwokRKbko1u_BfeE,https://www.nyhealthyskin.com/,Data found,,4.8,33,Skin care clinic,"252 W 38th St #404, New York, NY 10018, United States",+1 917-402-5448,small facial clinic in new york city,nyhealthyskin@gmail.com,917-402-5448
Skin Spa New York - Midtown,https://www.google.com/maps/place/Skin+Spa+New+York+-+Midtown/data=!4m7!3m6!1s0x89c25901d8dfa059:0x990aa2dc3ecb414d!8m2!3d40.7542077!4d-73.9791695!16s%2Fg%2F1tdfzn18!19sChIJWaDf2AFZwokRTUHLPtyiCpk,https://skinspanewyork.com/pages/midtown-spa,Data found,,4.5,353,Skin care clinic,"12 E 44th St 2nd Floor, New York, NY 10017, United States",+1 212-684-4914,small facial clinic in new york city,info@skinspanewyork.com,212-684-4914
Heyday,https://www.google.com/maps/place/Heyday/data=!4m7!3m6!1s0x89c2588ba0438bc5:0x4e8566e08eb9fc0f!8m2!3d40.7766169!4d-73.978728!16s%2Fg%2F11g9q0l35t!19sChIJxYtDoItYwokRD_y5juBmhU4,http://www.heydayskincare.com/,Data found,,4.7,161,Facial spa,"67 W 71st St, New York, NY 10023, United States",+1 212-796-7796,small facial clinic in new york city,hey@craftpip.com,
Cleusa Beauty Space,https://www.google.com/maps/place/Cleusa+Beauty+Space/data=!4m7!3m6!1s0x89c259abae970b6f:0x56f992f89ae1069!8m2!3d40.7527135!4d-73.9863607!16s%2Fg%2F11c0w9nbdv!19sChIJbwuXrqtZwokRaRCuiS-ZbwU,http://www.cleusabeautyspace.com/,Data found,,5.0,111,Facial spa,"109 W 38th St STE 601, New York, NY 10018, United States",+1 917-797-6740,small facial clinic in new york city,contact@cleusabeautyspace.com,+1.917.797.6740
Kallidora Skin Care NYC,https://www.google.com/maps/place/Kallidora+Skin+Care+NYC/data=!4m7!3m6!1s0x89c25992e604b4a7:0x6dc53356d56257eb!8m2!3d40.7386435!4d-73.9850258!16s%2Fg%2F11rxxvwjw2!19sChIJp7QE5pJZwokR61di1VYzxW0,http://www.kallidoranyc.com/,Data found,,4.9,47,Skin care clinic,"132 E 22nd St Suite P3, New York, NY 10010, United States",+1 917-261-2238,small facial clinic in new york city,kallidoranyc@gmail.com,917-261-2238
Beso Aesthetics,https://www.google.com/maps/place/Beso+Aesthetics/data=!4m7!3m6!1s0x89c259ed193ed70f:0x57783e382c8b1fa7!8m2!3d40.7812991!4d-73.960384!16s%2Fg%2F11sp96qgg5!19sChIJD9c-Ge1ZwokRpx-LLDg-eFc,https://besoaesthetics.com/,Data found,,5.0,216,Medical spa,"1049 5th Ave Suite 1A, New York, NY 10028, United States",+1 212-970-2376,small facial clinic in new york city,sadykf@yahoo.com,
New Skin NYC,https://www.google.com/maps/place/New+Skin+NYC/data=!4m7!3m6!1s0x89c267124a911e63:0xb78d9531c255799c!8m2!3d40.7285475!4d-73.8912441!16s%2Fg%2F1hcbjbsln!19sChIJYx6RShJnwokRnHlVwjGVjbc,https://www.newskinnyc.com/,Data found,,5.0,152,Skin care clinic,"72-15 Grand Ave, Maspeth, NY 11378, United States",+1 929-600-5300,small facial clinic in new york city,newskinnyc@gmail.com,929-600-5300
SkinSpirit New York - UES,https://www.google.com/maps/place/SkinSpirit+New+York+-+UES/data=!4m7!3m6!1s0x89c2599d3a9a7a3b:0xb06f7885e30d8137!8m2!3d40.7809379!4d-73.9534731!16s%2Fg%2F11ry5jmfgg!19sChIJO3qaOp1ZwokRN4EN44V4b7A,https://www.skinspirit.com/locations/nyc-east89/,Data found,,4.9,223,Medical spa,"160 E 89th St, New York, NY 10128, United States",+1 212-838-4800,small facial clinic in new york city,east89th@skinspirit.com,(212) 838-4800
The Chill Facialist x MAKEUPWITHDANI | Facial + Makeup,https://www.google.com/maps/place/The+Chill+Facialist+x+MAKEUPWITHDANI+%7C+Facial+%2B+Makeup/data=!4m7!3m6!1s0x89c2597da21db205:0x7192bb41223999fd!8m2!3d40.7648717!4d-73.9782446!16s%2Fg%2F11fn9vkkg4!19sChIJBbIdon1ZwokR_Zk5IkG7knE,http://www.thechillfacialist.com/,No data found,,5.0,26,Facial spa,"W 57th St, New York, NY 10019, United States",+1 646-580-3154,small facial clinic in new york city,,
Inxtinct Beauty New York,https://www.google.com/maps/place/Inxtinct+Beauty+New+York/data=!4m7!3m6!1s0x89c2592c76e951ef:0x1659c568f95f9283!8m2!3d40.7443846!4d-73.9870662!16s%2Fg%2F11fsr1kv61!19sChIJ71HpdixZwokRg5Jf-WjFWRY,https://inxtinctbeautynyc.com/russian-lip-technique-nyc,Data found,,5.0,21,Skin care clinic,"245 5th Ave floor 3, New York, NY 10016, United States",+1 646-543-8898,small facial clinic in new york city,,646.543.8898
Face II Skin Care,https://www.google.com/maps/place/Face+II+Skin+Care/data=!4m7!3m6!1s0x89c25b02ed91fc0b:0x25ec01e32f31fddd!8m2!3d40.7165992!4d-73.9956341!16s%2Fg%2F11l3qnj18z!19sChIJC_yR7QJbwokR3f0xL-MB7CU,,No website found,,4.7,35,Beauty salon,"75 Bowery, New York, NY 10002, United States",+1 212-226-3312,small facial clinic in new york city,,
DermaStar Skin & Laser MedSpa,https://www.google.com/maps/place/DermaStar+Skin+%26+Laser+MedSpa/data=!4m7!3m6!1s0x89c259c46410a55b:0x3e74af8091464bd3!8m2!3d40.748264!4d-73.9928419!16s%2Fg%2F11s67cn7dz!19sChIJW6UQZMRZwokR00tGkYCvdD4,https://dermastarspa.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1396096901953194541,Data found,,5.0,95,Laser hair removal service,"352 7th Ave Suite 807, New York, NY 10001, United States",+1 212-386-7727,small facial clinic in new york city,8c4075d5481d476e945486754f783364@sentry.io,(212) 386 - 7727
Skin Spa New York - Upper West Side,https://www.google.com/maps/place/Skin+Spa+New+York+-+Upper+West+Side/data=!4m7!3m6!1s0x89c2593557429add:0x10773aa422d0bdd!8m2!3d40.7753903!4d-73.9843344!16s%2Fg%2F11qpkpjr9m!19sChIJ3ZpCVzVZwokR3QstQqpzBwE,https://skinspanewyork.com/pages/upper-west-side-spa,Data found,,4.7,162,Skin care clinic,"150 Amsterdam Ave, New York, NY 10023, United States",+1 212-707-8730,small facial clinic in new york city,info@skinspanewyork.com,(212) 707-8730
David The Facialist,https://www.google.com/maps/place/David+The+Facialist/data=!4m7!3m6!1s0x89c2594dd7e55d95:0x52b7197b01e98a80!8m2!3d40.7436968!4d-73.9893187!16s%2Fg%2F11l6kpkhln!19sChIJlV3l101ZwokRgIrpAXsZt1I,https://davidthefacialist.com/,Data found,,5.0,12,Facial spa,"1133 Broadway Suite 606, New York, NY 10010, United States",+1 646-820-8069,small facial clinic in new york city,studio@davidthefacialist.com,646-820-8069
Angela Guerra Skincare,https://www.google.com/maps/place/Angela+Guerra+Skincare/data=!4m7!3m6!1s0x89c25a21b5348221:0xff9feeab63f40d1a!8m2!3d40.7386517!4d-73.9926682!16s%2Fg%2F11cn2mjg_8!19sChIJIYI0tSFawokRGg30Y6vun_8,https://angelaguerra.com/,Data found,,4.9,135,Lymph drainage therapist,"4 W 18th St 2nd FL, New York, NY 10011, United States",,small facial clinic in new york city,angelaguerraskincare@gmail.com,+1 (516) 606 1292
Koru Wellness Aesthetics NYC - Med Spa Upper East Side,https://www.google.com/maps/place/Koru+Wellness+Aesthetics+NYC+-+Med+Spa+Upper+East+Side/data=!4m7!3m6!1s0x89c259ae6ba3aadb:0x5ffdcf4abcde063c!8m2!3d40.7722294!4d-73.9540545!16s%2Fg%2F11fn5tfxkl!19sChIJ26qja65ZwokRPAbevErP_V8,http://www.korunyc.com/,Data found,,4.8,73,Medical spa,"341 E 78th St Ground Floor, New York, NY 10075, United States",+1 212-396-3672,small facial clinic in new york city,,212-396-3672
Lushful Aesthetics,https://www.google.com/maps/place/Lushful+Aesthetics/data=!4m7!3m6!1s0x89c259429325c2d5:0xbf501673e984ea40!8m2!3d40.7522079!4d-73.9804547!16s%2Fg%2F11pf2c2wc3!19sChIJ1cIlk0JZwokRQOqE6XMWUL8,http://www.lushfulaesthetics.com/,Data found,,5.0,126,Medical spa,"18 E 41st St 14th Floor Suite 1404, New York, NY 10017, United States",+1 917-277-3398,small facial clinic in new york city,hello@lushfulaesthetics.com,(917) 277-3398
Lena Skin Care NYC,https://www.google.com/maps/place/Lena+Skin+Care+NYC/data=!4m7!3m6!1s0x89c259031e467eb3:0x720866a21aa94250!8m2!3d40.7513187!4d-73.9731521!16s%2Fg%2F1ptzcp_6f!19sChIJs35GHgNZwokRUEKpGqJmCHI,https://lenaskincarenyc.com/skin-care-new-york-ny/,Data found,,4.9,8,Skin care clinic,"211 E 43rd St Suite 1704-A, New York, NY 10017, United States",+1 347-289-3879,small facial clinic in new york city,clinic@lenaskincarenyc.com,(347) 289-3879
MiracleFace MedSpa,https://www.google.com/maps/place/MiracleFace+MedSpa/data=!4m7!3m6!1s0x89c259a7bdb03c83:0x39ed1f04479d57e2!8m2!3d40.7512725!4d-73.9731523!16s%2Fg%2F11cmplpnk2!19sChIJgzywvadZwokR4ledRwQf7Tk,https://miraclefacemedspanyc.com/,Data found,,4.5,160,Medical spa,"211 E 43rd St suite 716, New York, NY 10017, United States",+1 212-920-7790,small facial clinic in new york city,info@miraclefacemedspanyc.com,212-920-7790
Manhattan Medspa,https://www.google.com/maps/place/Manhattan+Medspa/data=!4m7!3m6!1s0x89c259a0df7c65cf:0x858db894dac8c8bf!8m2!3d40.7396363!4d-73.9859225!16s%2Fg%2F11h5q8kwqf!19sChIJz2V836BZwokRv8jI2pS4jYU,https://www.manhattan-medspa.com/,Data found,,4.5,134,Medical spa,"112 E 23rd St 4th floor, New York, NY 10010, United States",+1 212-729-5797,small facial clinic in new york city,info@manhattan-medspa.com,(212) 729-5797
Face Massage NYC /Face Lift/ Rejuvenation,https://www.google.com/maps/place/Face+Massage+NYC+%2FFace+Lift%2F+Rejuvenation/data=!4m7!3m6!1s0x89c25994879b681b:0x200d967514a9404f!8m2!3d40.7530225!4d-73.9861561!16s%2Fg%2F11t88lfgbz!19sChIJG2ibh5RZwokRT0CpFHWWDSA,https://facemassagenyc.com/,No data found,,5.0,10,Facial spa,"108 W 39th St Suite 1601 (16th Floor, New York, NY 10018, United States",+1 929-490-8899,small facial clinic in new york city,,
